access,authority,category,category_local,error,full_info,headers,project,publication_date,publication_datetime,publication_lastmodified,publication_time,source,source_file_url,source_filename,source_page_url,source_scraper,title,year
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Liffré (Ille-et-Vilaine)
Avis tacite du 17 mai 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010565
    
        Formulaire PLU n°2023-010565
            
                pdf - 5 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010565
            
                pdf - 1.6 Mo
            
        
    
    


    
        2023ACB32
            
                pdf - 84.4 ko","{'Content-Length': '1641973', 'Date': 'Tue, 16 Jul 2024 14:24:29 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Wed, 17 May 2023 07:56:10 GMT', 'Etag': '""6464889a-190df5""', 'Set-Cookie': 'SRV=107d2de4-8f9c-4f5d-af5e-c7ee7f1ac05c; path=/', 'Cache-Control': 'private'}",Modification simplifiée n°3 du plan local d'urbanisme de Liffré (35),2023-05-17,2023-05-17 07:56:10 UTC,"Wed, 17 May 2023 07:56:10 GMT",07:56:10 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10565_autoevaluation.pdf,10565_autoevaluation.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Annexe auto-évaluation n°2023-010565,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Liffré (Ille-et-Vilaine)
Avis tacite du 17 mai 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010565
    
        Formulaire PLU n°2023-010565
            
                pdf - 5 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010565
            
                pdf - 1.6 Mo
            
        
    
    


    
        2023ACB32
            
                pdf - 84.4 ko","{'Content-Length': '5205384', 'Date': 'Tue, 16 Jul 2024 14:24:30 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Wed, 17 May 2023 07:55:42 GMT', 'Etag': '""6464887e-4f6d88""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Modification simplifiée n°3 du plan local d'urbanisme de Liffré (35),2023-05-17,2023-05-17 07:55:42 UTC,"Wed, 17 May 2023 07:55:42 GMT",07:55:42 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10565_formulaire_plu.pdf,10565_formulaire_plu.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Formulaire PLU n°2023-010565,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune d’Allaire (Morbihan)
Avis tacite du 23 mai 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010561
    
        Formulaire PLU n°2023-010561
            
                pdf - 596.4 ko
            
        
    
    


    
        Annexe auto-évaluation n°2023-010561
            
                pdf - 544.4 ko
            
        
    
    


    
        2023ACB33
            
                pdf - 83.8 ko","{'Content-Length': '85767', 'Date': 'Tue, 16 Jul 2024 14:24:32 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Tue, 23 May 2023 10:16:13 GMT', 'Etag': '""646c926d-14f07""', 'Set-Cookie': 'SRV=107d2de4-8f9c-4f5d-af5e-c7ee7f1ac05c; path=/', 'Cache-Control': 'private'}",Modification n°10 du plan local d'urbanisme d'Allaire (56),2023-05-23,2023-05-23 10:16:13 UTC,"Tue, 23 May 2023 10:16:13 GMT",10:16:13 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10561_ac_tacite_modif10_plu_allaire_56_2023acb33_mentionsigne.pdf,10561_ac_tacite_modif10_plu_allaire_56_2023acb33_mentionsigne.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Avis conforme 2023ACB33,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune d’Allaire (Morbihan)
Avis tacite du 23 mai 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010561
    
        Formulaire PLU n°2023-010561
            
                pdf - 596.4 ko
            
        
    
    


    
        Annexe auto-évaluation n°2023-010561
            
                pdf - 544.4 ko
            
        
    
    


    
        2023ACB33
            
                pdf - 83.8 ko","{'Content-Length': '557457', 'Date': 'Tue, 16 Jul 2024 14:24:33 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Tue, 23 May 2023 10:16:56 GMT', 'Etag': '""646c9298-88191""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Modification n°10 du plan local d'urbanisme d'Allaire (56),2023-05-23,2023-05-23 10:16:56 UTC,"Tue, 23 May 2023 10:16:56 GMT",10:16:56 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10561_annexe3_autoevaluation.pdf,10561_annexe3_autoevaluation.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Annexe auto-évaluation n°2023-010561,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune d’Allaire (Morbihan)
Avis tacite du 23 mai 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010561
    
        Formulaire PLU n°2023-010561
            
                pdf - 596.4 ko
            
        
    
    


    
        Annexe auto-évaluation n°2023-010561
            
                pdf - 544.4 ko
            
        
    
    


    
        2023ACB33
            
                pdf - 83.8 ko","{'Content-Length': '610667', 'Date': 'Tue, 16 Jul 2024 14:24:34 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Tue, 23 May 2023 10:16:36 GMT', 'Etag': '""646c9284-9516b""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}",Modification n°10 du plan local d'urbanisme d'Allaire (56),2023-05-23,2023-05-23 10:16:36 UTC,"Tue, 23 May 2023 10:16:36 GMT",10:16:36 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10561_formulaire_plu_allaire_56_2023acb33.pdf,10561_formulaire_plu_allaire_56_2023acb33.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Formulaire PLU n°2023-010561,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Pluneret (Morbihan)
Avis tacite du 6 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-0010617
    
        Formulaire PLU n°2023-010617
            
                pdf - 2.4 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010617
            
                pdf - 2 Mo
            
        
    
    


    
        2023ACB34
            
                pdf - 84.2 ko","{'Content-Length': '86223', 'Date': 'Tue, 16 Jul 2024 14:24:36 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Tue, 06 Jun 2023 08:00:22 GMT', 'Etag': '""647ee796-150cf""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Modification simplifiée n°1 du plan local d'urbanisme de Pluneret (56),2023-06-06,2023-06-06 08:00:22 UTC,"Tue, 06 Jun 2023 08:00:22 GMT",08:00:22 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10617_ac_tacite_ms1_plu_pluneret_56_2023acb34_mentionsigne.pdf,10617_ac_tacite_ms1_plu_pluneret_56_2023acb34_mentionsigne.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Avis conforme 2023ACB34,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Pluneret (Morbihan)
Avis tacite du 6 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-0010617
    
        Formulaire PLU n°2023-010617
            
                pdf - 2.4 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010617
            
                pdf - 2 Mo
            
        
    
    


    
        2023ACB34
            
                pdf - 84.2 ko","{'Content-Length': '2077742', 'Date': 'Tue, 16 Jul 2024 14:24:38 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Tue, 06 Jun 2023 08:01:31 GMT', 'Etag': '""647ee7db-1fb42e""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Modification simplifiée n°1 du plan local d'urbanisme de Pluneret (56),2023-06-06,2023-06-06 08:01:31 UTC,"Tue, 06 Jun 2023 08:01:31 GMT",08:01:31 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10617_annexes_au_titre_des_rubriques_2_5_et_6.pdf,10617_annexes_au_titre_des_rubriques_2_5_et_6.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Annexe auto-évaluation n°2023-010617,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Pluneret (Morbihan)
Avis tacite du 6 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-0010617
    
        Formulaire PLU n°2023-010617
            
                pdf - 2.4 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010617
            
                pdf - 2 Mo
            
        
    
    


    
        2023ACB34
            
                pdf - 84.2 ko","{'Content-Length': '2496671', 'Date': 'Tue, 16 Jul 2024 14:24:40 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Tue, 06 Jun 2023 08:00:52 GMT', 'Etag': '""647ee7b4-26189f""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Modification simplifiée n°1 du plan local d'urbanisme de Pluneret (56),2023-06-06,2023-06-06 08:00:52 UTC,"Tue, 06 Jun 2023 08:00:52 GMT",08:00:52 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10617_formulaire_plu_pluneret_56.pdf,10617_formulaire_plu_pluneret_56.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Formulaire PLU n°2023-010617,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Landujan (Ille-et-Vilaine)
Avis tacite du 8 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010629
    
        Formulaire PLU n°2023-010629
            
                pdf - 5.9 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010629
            
                pdf - 2.7 Mo
            
        
    
    


    
        2023ACB35
            
                pdf - 84.7 ko","{'Content-Length': '86690', 'Date': 'Tue, 16 Jul 2024 14:24:42 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Thu, 08 Jun 2023 07:00:01 GMT', 'Etag': '""64817c71-152a2""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}",Modification n°1 du plan local d'urbanisme de Landujan (35),2023-06-08,2023-06-08 07:00:01 UTC,"Thu, 08 Jun 2023 07:00:01 GMT",07:00:01 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10629_ac_tacite_modif1_plu_landujan_35_2023acb35_mentionsigne.pdf,10629_ac_tacite_modif1_plu_landujan_35_2023acb35_mentionsigne.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Avis conforme 2023ACB35,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Landujan (Ille-et-Vilaine)
Avis tacite du 8 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010629
    
        Formulaire PLU n°2023-010629
            
                pdf - 5.9 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010629
            
                pdf - 2.7 Mo
            
        
    
    


    
        2023ACB35
            
                pdf - 84.7 ko","{'Content-Length': '2827313', 'Date': 'Tue, 16 Jul 2024 14:24:44 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Thu, 08 Jun 2023 07:06:29 GMT', 'Etag': '""64817df5-2b2431""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Modification n°1 du plan local d'urbanisme de Landujan (35),2023-06-08,2023-06-08 07:06:29 UTC,"Thu, 08 Jun 2023 07:06:29 GMT",07:06:29 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10629_autoevaluation_plu_landujan_35-2.pdf,10629_autoevaluation_plu_landujan_35-2.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Annexe auto-évaluation n°2023-010629,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Landujan (Ille-et-Vilaine)
Avis tacite du 8 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010629
    
        Formulaire PLU n°2023-010629
            
                pdf - 5.9 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010629
            
                pdf - 2.7 Mo
            
        
    
    


    
        2023ACB35
            
                pdf - 84.7 ko","{'Content-Length': '6217794', 'Date': 'Tue, 16 Jul 2024 14:24:46 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Thu, 08 Jun 2023 07:00:41 GMT', 'Etag': '""64817c99-5ee042""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}",Modification n°1 du plan local d'urbanisme de Landujan (35),2023-06-08,2023-06-08 07:00:41 UTC,"Thu, 08 Jun 2023 07:00:41 GMT",07:00:41 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10629_formulaire_plu_landujan_35.pdf,10629_formulaire_plu_landujan_35.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Formulaire PLU n°2023-010629,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Porcaro (Morbihan)
Avis tacite du 12 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010633
    
        Formulaire PLU n°2023-010633
            
                pdf - 4.2 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010633
            
                pdf - 1.3 Mo
            
        
    
    


    
        2023ACB36
            
                pdf - 83.3 ko","{'Content-Length': '85312', 'Date': 'Tue, 16 Jul 2024 14:24:48 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Mon, 12 Jun 2023 07:18:08 GMT', 'Etag': '""6486c6b0-14d40""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Révision de la carte communale de Porcaro (56),2023-06-12,2023-06-12 07:18:08 UTC,"Mon, 12 Jun 2023 07:18:08 GMT",07:18:08 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10633_ac_tacite_revisioncc_porcaro_56_2023acb36_mentionsigne.pdf,10633_ac_tacite_revisioncc_porcaro_56_2023acb36_mentionsigne.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Avis conforme 2023ACB36,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Porcaro (Morbihan)
Avis tacite du 12 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010633
    
        Formulaire PLU n°2023-010633
            
                pdf - 4.2 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010633
            
                pdf - 1.3 Mo
            
        
    
    


    
        2023ACB36
            
                pdf - 83.3 ko","{'Content-Length': '1359817', 'Date': 'Tue, 16 Jul 2024 14:24:50 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Mon, 12 Jun 2023 07:26:03 GMT', 'Etag': '""6486c88b-14bfc9""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}",Révision de la carte communale de Porcaro (56),2023-06-12,2023-06-12 07:26:03 UTC,"Mon, 12 Jun 2023 07:26:03 GMT",07:26:03 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10633_autoevaluation_porcaro_56_2023acb36.pdf,10633_autoevaluation_porcaro_56_2023acb36.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Annexe auto-évaluation n°2023-010633,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Porcaro (Morbihan)
Avis tacite du 12 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010633
    
        Formulaire PLU n°2023-010633
            
                pdf - 4.2 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010633
            
                pdf - 1.3 Mo
            
        
    
    


    
        2023ACB36
            
                pdf - 83.3 ko","{'Content-Length': '4448337', 'Date': 'Tue, 16 Jul 2024 14:24:51 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Mon, 12 Jun 2023 07:25:23 GMT', 'Etag': '""6486c863-43e051""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Révision de la carte communale de Porcaro (56),2023-06-12,2023-06-12 07:25:23 UTC,"Mon, 12 Jun 2023 07:25:23 GMT",07:25:23 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10633_formulaire_plu_porcaro_56_2023acb36.pdf,10633_formulaire_plu_porcaro_56_2023acb36.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Formulaire PLU n°2023-010633,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Theix-Noyalo (Morbihan)
Avis tacite du 15 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010645
    
        Formulaire PLU n° 2023-010645
            
                pdf - 1.2 Mo
            
        
    
    


    
        Annexe auto-évaluation n°20 2023-010645
            
                pdf - 2.3 Mo
            
        
    
    


    
        2023ACB37
            
                pdf - 85.9 ko","{'Content-Length': '87959', 'Date': 'Tue, 16 Jul 2024 14:24:53 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Thu, 15 Jun 2023 14:13:23 GMT', 'Etag': '""648b1c83-15797""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Modification n°6 du plan local d'urbanisme de Theix-Noyalo (56),2023-06-15,2023-06-15 14:13:23 UTC,"Thu, 15 Jun 2023 14:13:23 GMT",14:13:23 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10645_ac_tacite_modif6_plu_theixnoyalo_56_2023acb37_mentionsigne.pdf,10645_ac_tacite_modif6_plu_theixnoyalo_56_2023acb37_mentionsigne.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Avis conforme 2023ACB37,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Theix-Noyalo (Morbihan)
Avis tacite du 15 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010645
    
        Formulaire PLU n° 2023-010645
            
                pdf - 1.2 Mo
            
        
    
    


    
        Annexe auto-évaluation n°20 2023-010645
            
                pdf - 2.3 Mo
            
        
    
    


    
        2023ACB37
            
                pdf - 85.9 ko","{'Content-Length': '2433053', 'Date': 'Tue, 16 Jul 2024 14:24:56 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Thu, 15 Jun 2023 14:14:58 GMT', 'Etag': '""648b1ce2-25201d""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Modification n°6 du plan local d'urbanisme de Theix-Noyalo (56),2023-06-15,2023-06-15 14:14:58 UTC,"Thu, 15 Jun 2023 14:14:58 GMT",14:14:58 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10645_annexe_3_autoevaluation_3.pdf,10645_annexe_3_autoevaluation_3.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Annexe auto-évaluation n°20 2023-010645,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la commune de Theix-Noyalo (Morbihan)
Avis tacite du 15 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010645
    
        Formulaire PLU n° 2023-010645
            
                pdf - 1.2 Mo
            
        
    
    


    
        Annexe auto-évaluation n°20 2023-010645
            
                pdf - 2.3 Mo
            
        
    
    


    
        2023ACB37
            
                pdf - 85.9 ko","{'Content-Length': '1300964', 'Date': 'Tue, 16 Jul 2024 14:24:58 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Thu, 15 Jun 2023 14:14:03 GMT', 'Etag': '""648b1cab-13d9e4""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Modification n°6 du plan local d'urbanisme de Theix-Noyalo (56),2023-06-15,2023-06-15 14:14:03 UTC,"Thu, 15 Jun 2023 14:14:03 GMT",14:14:03 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10645_formulaire_plu_theixnoyalo_56.pdf,10645_formulaire_plu_theixnoyalo_56.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Formulaire PLU n° 2023-010645,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la communauté de communes Centre Morbihan Communauté (Morbihan)
Avis tacite du 18 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010658
    
        Formulaire PLU n°2023-010658
            
                pdf - 1.7 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010658
            
                pdf - 375.5 ko
            
        
    
    


    
        2023ACB38
            
                pdf - 85.8 ko","{'Content-Length': '87841', 'Date': 'Tue, 16 Jul 2024 14:25:00 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Mon, 19 Jun 2023 06:02:33 GMT', 'Etag': '""648fef79-15721""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}",Révision allégée du plan local d'urbanisme de Saint-Jean-Brévelay (56),2023-06-19,2023-06-19 06:02:33 UTC,"Mon, 19 Jun 2023 06:02:33 GMT",06:02:33 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10658_ac_tacite_ra_plu_stjeanbrevelay_56_2023acb38_mentionsigne.pdf,10658_ac_tacite_ra_plu_stjeanbrevelay_56_2023acb38_mentionsigne.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Avis conforme 2023ACB38,2023
private,MRAe Bretagne,Cas par cas,Avis conformes,False,"Avis étudié à la demande de la communauté de communes Centre Morbihan Communauté (Morbihan)
Avis tacite du 18 juin 2023 (réputé favorable à l’exposé mentionné au 2° de l’article R. 104-34) / 2023-010658
    
        Formulaire PLU n°2023-010658
            
                pdf - 1.7 Mo
            
        
    
    


    
        Annexe auto-évaluation n°2023-010658
            
                pdf - 375.5 ko
            
        
    
    


    
        2023ACB38
            
                pdf - 85.8 ko","{'Content-Length': '384483', 'Date': 'Tue, 16 Jul 2024 14:25:02 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Mon, 19 Jun 2023 06:04:02 GMT', 'Etag': '""648fefd2-5dde3""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Révision allégée du plan local d'urbanisme de Saint-Jean-Brévelay (56),2023-06-19,2023-06-19 06:04:02 UTC,"Mon, 19 Jun 2023 06:04:02 GMT",06:04:02 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/10658_annexe6_autoevaluation.pdf,10658_annexe6_autoevaluation.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-conformes-de-la-mrae-bretagne-en-2023-a1220.html?lang=fr,MRAe Scraper,Annexe auto-évaluation n°2023-010658,2023
